speaker,sex,age,res,edu,file,speech_rate,word,phone,previous,following,phone_start,phone_end
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,偷,ou1,t,q,7.11,7.2
ma_4336,F,25,Canto,14,Canto_ma_4336,6.157635467980292,电话,ia4,d,n,31.72,31.75
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,懂,ng,o3,m,50.15,50.23
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,李,l,iao4,i3,36.6,36.67
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,总台,ng,o3,t,23.88,23.91
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,找,ao3,zh,d,36.02,36.12
ma_4336,F,25,Canto,14,Canto_ma_4336,4.166666666666663,不去,v4,q,<SIL>,27.4,27.57
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,这个,ei4,zh,g,57.41,57.44
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,可能,e3,k,n,56.69,56.73
ma_4336,F,25,Canto,14,Canto_ma_4336,4.878048780487803,一定,d,i1,i4,32.78,32.83
ma_4336,F,25,Canto,14,Canto_ma_4336,4.166666666666663,我们,n,e5,b,27.15,27.18
ma_4336,F,25,Canto,14,Canto_ma_4336,7.174887892376692,时候,h,ii2,ou5,21.37,21.4
ma_4336,F,25,Canto,14,Canto_ma_4336,5.839416058394161,他们,t,e4,a1,4.13,4.22
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,李,i3,l,<SIL>,36.67,36.81
ma_4336,F,25,Canto,14,Canto_ma_4336,6.157635467980292,办法,a3,f,m,30.11,30.21
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,英文,ng,i1,ue2,56.09,56.31
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,那个,ei4,n,g,9.81,9.89
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,就,j,<SIL>,iu4,45.82,45.88
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,的,d,ia4,i4,43.46,43.49
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,回去,v4,q,d,15.52,15.57
ma_4336,F,25,Canto,14,Canto_ma_4336,6.157635467980292,跟,e1,g,n,32.02,32.05
ma_4336,F,25,Canto,14,Canto_ma_4336,6.9444444444444215,去,q,a1,v4,40.41,40.53
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,你,n,ng,i3,24.29,24.32
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,就,j,uo3,iu4,35.81,35.88
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,她,a1,t,m,41.02,41.07
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,要,iao4,iu4,h,15.27,15.34
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,我就,iu4,j,<SIL>,15.12,15.16
ma_4336,F,25,Canto,14,Canto_ma_4336,4.878048780487803,一定,ng,i4,iao4,32.87,32.99
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,老公,ao3,l,g,43.58,43.7
ma_4336,F,25,Canto,14,Canto_ma_4336,5.882352941176473,那么,m,a4,e5,12.48,12.53
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,只是,ii4,sh,sh,55.38,55.48
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,到,ao4,d,i1,36.18,36.24
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,我就,uo3,ng,j,15.04,15.09
ma_4336,F,25,Canto,14,Canto_ma_4336,6.157635467980292,后来,ai2,l,j,31.08,31.14
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,晚上,ua3,n,n,14.73,14.8
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,就,j,<SIL>,iu4,15.21,15.24
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,的,d,v4,i4,25.65,25.69
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,的,i4,d,<SIL>,44.74,44.77
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,当然,ng,a1,r,7.84,7.87
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,像,ng,ia4,n,24.22,24.29
ma_4336,F,25,Canto,14,Canto_ma_4336,7.174887892376692,先,x,<SIL>,ia1,19.92,19.95
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,电话,h,n,ua4,15.91,15.96
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,乡下,x,iao4,ia1,43.06,43.18
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,她,a1,t,h,42.57,42.63
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,就,iu4,j,zh,35.88,35.92
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,啦,a1,l,d,7.55,7.67
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,一个,g,i1,e4,36.36,36.4
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,偷,ou1,t,q,8.92,9.01
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,一个,g,i1,e4,41.64,41.67
ma_4336,F,25,Canto,14,Canto_ma_4336,6.157635467980292,回去,uei2,h,q,29.46,29.53
ma_4336,F,25,Canto,14,Canto_ma_4336,5.882352941176473,那么,a4,n,m,12.45,12.48
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,这个,g,ei4,e4,46.79,46.83
ma_4336,F,25,Canto,14,Canto_ma_4336,6.157635467980292,我,uo3,a1,d,29.06,29.21
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,总台,o3,z,ng,23.8,23.88
ma_4336,F,25,Canto,14,Canto_ma_4336,4.166666666666663,我们,e5,m,n,27.12,27.15
ma_4336,F,25,Canto,14,Canto_ma_4336,4.166666666666663,我们,uo3,<SIL>,m,27.01,27.09
ma_4336,F,25,Canto,14,Canto_ma_4336,7.500000000000027,说,uo1,sh,n,22.79,22.87
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,乡下,x,ng,ia4,43.32,43.35
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,佳,j,<SIL>,ia1,36.92,36.95
ma_4336,F,25,Canto,14,Canto_ma_4336,5.839416058394161,总台,ng,o3,t,4.93,4.97
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,可能,k,n,e3,56.58,56.69
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,是,ii4,sh,t,8.73,8.79
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,们,e5,m,n,41.1,41.13
ma_4336,F,25,Canto,14,Canto_ma_4336,7.174887892376692,吗,m,ng,a5,21.01,21.07
ma_4336,F,25,Canto,14,Canto_ma_4336,4.878048780487803,要,iao4,ng,uo3,32.99,33.15
ma_4336,F,25,Canto,14,Canto_ma_4336,6.157635467980292,但,a4,d,n,30.57,30.62
ma_4336,F,25,Canto,14,Canto_ma_4336,6.157635467980292,嘛,a5,m,<SIL>,30.32,30.44
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,老公,l,i4,ao3,43.52,43.58
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,去,v4,q,b,17.19,17.22
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,当天,d,<SIL>,a4,14.23,14.29
ma_4336,F,25,Canto,14,Canto_ma_4336,7.174887892376692,讲,ng,ia3,m,20.93,21.01
ma_4336,F,25,Canto,14,Canto_ma_4336,5.839416058394161,那天,a4,n,t,3.56,3.6
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,单据,n,a1,j,10.16,10.29
ma_4336,F,25,Canto,14,Canto_ma_4336,7.174887892376692,讲,j,i3,ia3,20.73,20.82
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,个,e4,g,sh,41.34,41.4
ma_4336,F,25,Canto,14,Canto_ma_4336,5.454545454545448,不,b,uo3,u4,18.99,19.08
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,搞不清,u4,b,q,8.44,8.47
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,要,iao4,iu4,zh,34.92,35.06
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,男的,i4,d,iao4,57.77,57.83
ma_4336,F,25,Canto,14,Canto_ma_4336,5.454545454545448,说,uo1,sh,uo3,18.78,18.86
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,去,v4,q,<SIL>,16.82,17.01
ma_4336,F,25,Canto,14,Canto_ma_4336,6.157635467980292,但,d,<SIL>,a4,30.51,30.57
ma_4336,F,25,Canto,14,Canto_ma_4336,5.839416058394161,那个,e4,g,t,4.05,4.13
ma_4336,F,25,Canto,14,Canto_ma_4336,6.9444444444444215,我,uo3,uo1,j,39.84,39.89
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,帮,ng,a1,t,17.41,17.45
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,她,a1,t,l,49.19,49.32
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,样,ia4,ei4,ng,24.43,24.5
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,老公,o1,g,ng,49.55,49.59
ma_4336,F,25,Canto,14,Canto_ma_4336,5.839416058394161,那个,g,ei4,e4,4.0,4.05
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,来,l,ua4,ai2,16.06,16.11
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,单据,j,n,v4,10.29,10.36
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,单据,v4,j,m,10.36,10.4
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,当然,d,a1,a1,7.67,7.77
ma_4336,F,25,Canto,14,Canto_ma_4336,7.174887892376692,吗,m,iao3,a5,21.94,22.04
ma_4336,F,25,Canto,14,Canto_ma_4336,6.9444444444444215,跟,n,e1,n,39.57,39.63
ma_4336,F,25,Canto,14,Canto_ma_4336,5.454545454545448,我,uo3,<SIL>,sh,18.58,18.69
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,那个,n,v4,ei4,9.65,9.81
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,老公,g,ao3,o1,49.5,49.55
ma_4336,F,25,Canto,14,Canto_ma_4336,6.9444444444444215,说,uo1,sh,uo3,39.78,39.84
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,总台,t,ng,ai2,23.91,23.95
ma_4336,F,25,Canto,14,Canto_ma_4336,7.174887892376692,你,i3,n,j,20.67,20.73
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,个,e4,g,z,23.66,23.72
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,这个,zh,<SIL>,ei4,57.28,57.41
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,还是,sh,ai2,ii5,9.46,9.5
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,{sil},spn,a5,<SIL>,50.54,50.57
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,她,t,ii4,a1,42.54,42.57
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,什么,e5,m,b,48.3,48.37
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,们,n,e5,l,41.13,41.16
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,到,d,ao3,ao4,36.12,36.18
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,调,iao4,d,l,24.96,25.08
ma_4336,F,25,Canto,14,Canto_ma_4336,5.839416058394161,找到,ao4,d,i1,4.6,4.65
ma_4336,F,25,Canto,14,Canto_ma_4336,6.157635467980292,电话,h,n,ua4,31.81,31.84
ma_4336,F,25,Canto,14,Canto_ma_4336,5.454545454545448,说,sh,uo3,uo1,18.69,18.78
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,的,d,n,i4,44.71,44.74
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,她,t,<SIL>,a1,49.15,49.19
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,男的,d,n,i4,47.38,47.41
ma_4336,F,25,Canto,14,Canto_ma_4336,5.839416058394161,一个,i1,ao4,g,4.65,4.71
ma_4336,F,25,Canto,14,Canto_ma_4336,7.174887892376692,跟,g,ii4,e1,20.49,20.53
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,搞不清,ng,i1,sh,8.64,8.69
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,的,d,<SIL>,i4,55.92,55.95
ma_4336,F,25,Canto,14,Canto_ma_4336,5.839416058394161,他们,e5,m,n,4.33,4.37
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,这个,e4,g,l,46.09,46.12
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,你,i3,n,j,34.74,34.82
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,晚上,a4,sh,ng,14.92,14.99
ma_4336,F,25,Canto,14,Canto_ma_4336,4.166666666666663,不去,u2,b,q,27.22,27.26
ma_4336,F,25,Canto,14,Canto_ma_4336,4.166666666666663,不去,b,n,u2,27.18,27.22
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,帮,a1,b,ng,17.32,17.41
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,回去,h,iao4,uei2,15.34,15.42
ma_4336,F,25,Canto,14,Canto_ma_4336,6.157635467980292,电话,ua4,h,g,31.84,31.93
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,佳,ia1,j,m,36.95,37.19
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,像,ia4,x,ng,24.14,24.22
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,交给,g,iao1,ei3,10.97,11.04
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,男的,d,n,i4,57.74,57.77
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,回去,q,uei2,v4,15.48,15.52
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,这个,ei4,zh,g,46.74,46.79
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,男的,n,a2,d,47.33,47.38
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,但是,sh,n,ii4,42.48,42.51
ma_4336,F,25,Canto,14,Canto_ma_4336,5.839416058394161,一个,g,i1,e4,4.71,4.76
ma_4336,F,25,Canto,14,Canto_ma_4336,4.166666666666663,我们,m,uo3,e5,27.09,27.12
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,交给,j,iou3,iao1,10.7,10.82
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,可能,n,e3,e2,56.73,56.8
ma_4336,F,25,Canto,14,Canto_ma_4336,5.839416058394161,总台,o3,z,ng,4.89,4.93
ma_4336,F,25,Canto,14,Canto_ma_4336,7.174887892376692,都,u1,d,sh,21.54,21.58
ma_4336,F,25,Canto,14,Canto_ma_4336,6.071428571428577,叫,j,e4,iao4,36.46,36.51
ma_4336,F,25,Canto,14,Canto_ma_4336,6.9444444444444215,你,i3,n,sh,39.66,39.7
ma_4336,F,25,Canto,14,Canto_ma_4336,7.174887892376692,先,ia1,x,n,19.95,20.07
ma_4336,F,25,Canto,14,Canto_ma_4336,5.540897097625331,当天,t,ng,ia1,14.5,14.62
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,的,i4,d,a5,25.69,25.72
ma_4336,F,25,Canto,14,Canto_ma_4336,8.163265306122453,的,d,<SIL>,i4,1.56,1.59
ma_4336,F,25,Canto,14,Canto_ma_4336,5.839416058394161,他们,m,a1,e5,4.28,4.33
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,说,sh,ii4,uo1,55.48,55.52
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,有,iou3,<SIL>,i1,23.45,23.48
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,男,a2,n,n,44.55,44.68
ma_4336,F,25,Canto,14,Canto_ma_4336,7.174887892376692,吗,a5,m,uo3,22.04,22.08
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,没有,m,ng,ei2,43.87,43.92
ma_4336,F,25,Canto,14,Canto_ma_4336,7.571801566579624,这个,zh,iao4,ei4,44.27,44.37
ma_4336,F,25,Canto,14,Canto_ma_4336,5.839416058394161,总台,t,ng,ai2,4.97,5.03
ma_4336,F,25,Canto,14,Canto_ma_4336,6.9444444444444215,去,v4,q,<SIL>,40.53,40.6
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,一些,ie1,x,<SIL>,58.62,58.95
ma_4336,F,25,Canto,14,Canto_ma_4336,6.157635467980292,要,iao4,uo3,b,30.74,30.86
ma_4336,F,25,Canto,14,Canto_ma_4336,7.174887892376692,了,iao3,l,m,21.91,21.94
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,你,i3,n,zh,24.32,24.35
ma_4336,F,25,Canto,14,Canto_ma_4336,7.083333333333327,啊,a5,i4,<SIL>,25.72,25.85
ma_4336,F,25,Canto,14,Canto_ma_4336,5.494505494505494,单据,d,e4,a1,9.96,10.07
ma_4336,F,25,Canto,14,Canto_ma_4336,4.935064935064934,一些,i1,ao3,x,58.33,58.46
ma_4336,F,25,Canto,14,Canto_ma_4336,6.315789473684211,男的,n,e4,a2,47.18,47.24
